Категория,Подкатегория,Продукт,Описание,Цена
Бакалея,Специи,Приправа для паэльи Paellero с шафраном Carmencita 20 гр,"Золотой Шафран Carmencita, уп. 20 гр, Испания",1 600 Т
Бакалея,Специи,Carmencita Соль Розовая Гималайская Йодированная 370 гр,Крупная Гималайская соль упаковка с мельницей 370 гр,3 800 Т
Бакалея,Специи,Carmencita Приправа Иберийский микс 66 гр мельница,"Смесь с Орегано для стейков (Steak Iberian), уп. 66 гр",2 500 Т
Бакалея,Специи,Черный перец Горошек 190 гр Carmencita,"Черный Перец в упаковке мельница, 190 гр",5 890 Т
Бакалея,Специи,Carmencita 4 перца горошком микс 40 гр мельница,"Микс из четырех видов душистого Горошка, с мельницей, вес 40 гр",2 500 Т
Бакалея,Специи,Carmencita Соль Средиземноморская с шафраном 360 г мельница,"Соль крупного помола, мельница, уп. 360 гр",5 500 Т
Бакалея,Специи,Приправа для паэльи Valenciana Carmencita 12 гр,"Оригинальная Специя Валенсиана, уп. 12 гр, Испания",1 600 Т
Бакалея,Специи,Приправа для Паэльи Carmencita 65 гр,"Приправа Паэлья измельченная, вес 65 гр. Испания",1 600 Т
Бакалея,Специи,"Чеснок сушеный измельченный, Carmencita 55 г","Мелкие измельченные кусочки (Garlic Chopped), уп. 55 гр",750 Т
Бакалея,Специи,Перец Каенский Чили цельный Carmencita 18 гр,"Острые сушеные Cayenne Pepper, уп. 18 гр",750 Т
Бакалея,Специи,Смесь специй Чимичурри Carmencita 27 гр,"Сухие специи Chimichurri, вес 27 гр., Испания",1 100 Т
Бакалея,Специи,Приправа для макарон и пиццы Carmencita 68 г,"Набор сушеных специй с мельницей, уп. 68 гр",2 400 Т
Бакалея,Специи,Перец Кайенский Чили молотый Carmencita 43 гр,"Острая приправа кайенский перец Чили, уп. 43 гр",1 100 Т
Бакалея,Специи,Семена Кунжута Carmencita 55 г,"Сушеные семена белого кунжута, уп. 55 г",750 Т
Бакалея,Специи,Тимьян сушеный Carmencita 22 гр,"Приправа средиземноморской кухни, уп. 22 гр",1 100 Т
Бакалея,Специи,Приправа паприка сладкая Carmencita 75 гр,"Порошок паприки мягкого вкуса Sweet Paprica, уп. 75 гр",1 800 Т
Бакалея,Специи,Соль Гималайская с перцем горошком Carmencita 97 г,"Смесь Розовой Соли и черного перца горошком с мельницей, уп. 97 гр",2 400 Т
Бакалея,Специи,Carmencita Приправа паприка пикантная 75 гр,"Молотый перец Чили Pimenton Picante, уп. 75 гр",1 700 Т
Бакалея,Специи,Корица Молотая Carmencita 43 г,"Специя Корица для выпечки и готовых блюд, уп. 43 гр",1 600 Т
Бакалея,Специи,Соль Средиземноморская с шафраном Carmencita 110 г,"Крупная соль для рыбы, мяса и овощей, с мельницей, 110 гр",2 600 Т
Бакалея,Специи,Carmencita Приправа Орегано листовой 12 гр мельница,"Сушеные листья Орегано (Oregano) с мельницей, 12 гр",2 500 Т
Бакалея,Специи,"Кардамон целый, Carmencita 30 г","Стручковая пряность кардамон, уп. 30 гр",2 800 Т
Бакалея,Специи,Carmencita Приправа Куркума молотая 48 гр,"Измельченный корень куркумы, уп. 48 гр",1 500 Т
Бакалея,Специи,Перец Белый горошком Carmencita 55 гр,"Душистая приправа из зрелого перца, упаковка с мельницей 55 гр",2 500 Т
Бакалея,Специи,"Carmencita Черный перец горошек и морская соль, мельница 225 г",Черный перец с солью Средиземного моря.,4 600 Т
Бакалея,Специи,Эстрагон (Tarragon) сушеный Carmencita,"Сушеные листья Эстрагона, уп. 14 гр",1 600 Т
Бакалея,Специи,Набор черный перец горошек  Carmencita 35 гр,"Душистый Ямайский перец, уп. 35 гр с мельницей",1 490 Т
Бакалея,Специи,Carmencita Соль Средиземноморская с горчицей и перцем 99 г,"Соль с натуральными специями, упаковка с мельницей 99 гр",2 400 Т
Бакалея,Специи,Carmencita Перец зеленый 30 гр мельница,"Незрелые плоды зеленого перца, уп. 30 гр",2 400 Т
Бакалея,Специи,Соль Гималайская черная 100 г мельница Carmencita,"Крупная, упаковка с мельницей, вес 100 гр",2 400 Т
Бакалея,Специи,Шафрановый порошок в саше Carmencita,"Молотые цветы натурального шафрана, уп. 0,4 гр",2 400 Т
Бакалея,Специи,Семена Тмина Carmencita 42 гр,"Ароматная специя с пикантным вкусом, уп. 42 гр",2 500 Т
Бакалея,Специи,Семена Тмина молотые Carmencita 47 гр,"Приправа из тмина, уп. 47 гр",1 500 Т
Бакалея,Специи,Приправа для овощного карри Carmencita 68 г,Набор специй для приготовления Карри уп. 68 гр,2 400 Т
Бакалея,Специи,Carmencita Корица цейлонская палочки 80 гр,Цейлонская корица палочки. Испания.,4 600 Т
Бакалея,Специи,Carmencita Корица цейлонская палочки 170 гр,Цейлонская корица палочки. Производство: Испания,8 600 Т
Бакалея,Специи,Carmencita Корица цейлонская 5 палочек,"Палочки цейлонской корицы, 5 штук",1 600 Т
Бакалея,Специи,"Carmencita Перец Черный горошек и морская соль, мельница 65 г","Смесь из крупной средиземноморской соли и черного перца, 65 гр",2 400 Т
Бакалея,Специи,Carmencita Сахарозаменитель 60 саше,,1 200 Т
Бакалея,Специи,Carmencita Приправа Семена Тмина 42 гр мельница Цельное зерно,Целые семена Тмина (Cumin) 42 гр,1 500 Т
Бакалея,Специи,Carmencita Ваниль стручки 10 шт,,22 000 Т
Бакалея,Специи,Carmencita Соль Средиземноморская Йодированная 360 гр,Полученна естественным путём выпариванием средиземноморской морской воды,3 500 Т
Бакалея,Бальзамик,"Бальзамический Крем с Малиной, Giuseppe Giusti, 150 мл.","Густой бальзамик с добавлением малины, кисло - сладкий вкус, Модена, Италия",5 500 Т
Бакалея,Бальзамик,Бальзамический Крем Соус с Черным Трюфелем 150 мл.,"Giuseppe Giusti, Модена, с добавлением настоящих трюфелей",5 500 Т
Бакалея,Бальзамик,Бальзамический Крем с Инжиром 150 мл.,"Giuseppe Giusti, Модена, с добавлением свежего Инжира",5 500 Т
Бакалея,Бальзамик,Бальзамический Крем с грибами 150 мл.,"Бальзамик Giuseppe Giusti, Модена, с добавлением грибов",5 500 Т
Бакалея,Бальзамик,Бальзамический Уксус Giuseppe Giusti 250 мл.,"Возраст 6 лет, Модена, серебряная медаль, подарочная коробка",7 000 Т
Бакалея,Бальзамик,Бальзамический уксус Giuseppe Giusti Modena 100 мл.,"Выдержка 6 лет, одна серебряная медаль, Модена, Италия",4 600 Т
Бакалея,Бальзамик,"Бальзамический Уксус Giuseppe Giusti IGP  3 медали, 100 мл.","Выдержанный 12 лет Бальзамик, 3 золотые медали, сертификат IGP Modena",9 500 Т
Бакалея,Бальзамик,"Бальзамический Уксус Giuseppe Giusti ""Quatro Centenfrio"" 4 звезды, 100 мл.","IGP выдержка 15 лет, 4 Золотые Медали, из лучших сортов позднего винограда",13 500 Т
Бакалея,Бальзамик,"Бальзамический Уксус Giuseppe Giusti ""Бианка"", 250 мл.","Белый виноградный уксус, низкая кислотность, выдержка в ясеневых бочках",7 500 Т
Бакалея,Бальзамик,"Бальзамический Уксус Giuseppe Giusti IGP  3 медали, куб 250 мл.","Выдержка 12 лет, 3 золотые медали, сургучная печать, кубическая бутылка емкостью 250 мл",14 500 Т
Бакалея,Бальзамик,"Бальзамический Уксус Giuseppe Giusti  2 медали, 250 мл.","Выдержка 8 лет, две золотые медали, Модена, Италия",9 500 Т
Бакалея,Бальзамик,"Бальзамический Уксус Giuseppe Giusti IGP  3 медали, 250 мл.","Выдержка 12 лет, 3 золотые медали, сертификат IGP Modena",13 500 Т
Бакалея,Бальзамик,"Бальзамический Уксус Giuseppe Giusti  2 медали, 100 мл.","Выдержка 8 лет, две золотые медали, Модена, плотный и густой",6 500 Т
Бакалея,Бальзамик,Barbera Бальзамический белый винный уксус 250 мл,Изготовлен из натурального белого вина. Италия,2 500 Т
Бакалея,Бальзамик,Barbera Бальзамический красный винный уксус 250 мл,Изготовлен из натурального красного вина. Италия,2 500 Т
Бакалея,Бальзамик,"Бальзамический Уксус Giuseppe Giusti ""Quatro Centenfrio"" IGP, 250 мл.","Выдержка 15 лет, 4 Золотые Медали, из лучших сортов позднего винограда",20 000 Т
Бакалея,Бальзамик,Бальзамический Уксус Giuseppe Giusti 250 мл. (куб),"Выдержка 6 лет, серебряная медаль, Модена, с сургучом, в коробке",9 500 Т
Бакалея,Бальзамик,Umami Итальянский Бальзамический Уксус Гранатовый 250 мл,"свежий, ароматный и фруктовый уксус, богатый антиоксидантами",5 590 Т
Бакалея,Бальзамик,Umami Итальянский Бальзамический Уксус с Томатами 250 мл,приправа с особенно фруктовыми нотками и томатным послевкусием конфи,5 590 Т
Бакалея,Giuseppe Giusti,"Бальзамический Крем с Малиной, Giuseppe Giusti, 150 мл.","Густой бальзамик с добавлением малины, кисло - сладкий вкус, Модена, Италия",5 500 Т
Бакалея,Giuseppe Giusti,Бальзамический Крем Соус с Черным Трюфелем 150 мл.,"Giuseppe Giusti, Модена, с добавлением настоящих трюфелей",5 500 Т
Бакалея,Giuseppe Giusti,Бальзамический Крем с Инжиром 150 мл.,"Giuseppe Giusti, Модена, с добавлением свежего Инжира",5 500 Т
Бакалея,Giuseppe Giusti,Бальзамический Крем с грибами 150 мл.,"Бальзамик Giuseppe Giusti, Модена, с добавлением грибов",5 500 Т
Бакалея,Giuseppe Giusti,Бальзамический Уксус Giuseppe Giusti 250 мл.,"Возраст 6 лет, Модена, серебряная медаль, подарочная коробка",7 000 Т
Бакалея,Giuseppe Giusti,Бальзамический уксус Giuseppe Giusti Modena 100 мл.,"Выдержка 6 лет, одна серебряная медаль, Модена, Италия",4 600 Т
Бакалея,Giuseppe Giusti,"Бальзамический Уксус Giuseppe Giusti IGP  3 медали, 100 мл.","Выдержанный 12 лет Бальзамик, 3 золотые медали, сертификат IGP Modena",9 500 Т
Бакалея,Giuseppe Giusti,"Бальзамический Уксус Giuseppe Giusti ""Quatro Centenfrio"" 4 звезды, 100 мл.","IGP выдержка 15 лет, 4 Золотые Медали, из лучших сортов позднего винограда",13 500 Т
Бакалея,Giuseppe Giusti,"Бальзамический Уксус Giuseppe Giusti ""Бианка"", 250 мл.","Белый виноградный уксус, низкая кислотность, выдержка в ясеневых бочках",7 500 Т
Бакалея,Giuseppe Giusti,"Бальзамический Уксус Giuseppe Giusti IGP  3 медали, куб 250 мл.","Выдержка 12 лет, 3 золотые медали, сургучная печать, кубическая бутылка емкостью 250 мл",14 500 Т
Бакалея,Giuseppe Giusti,"Бальзамический Уксус Giuseppe Giusti  2 медали, 250 мл.","Выдержка 8 лет, две золотые медали, Модена, Италия",9 500 Т
Бакалея,Giuseppe Giusti,"Бальзамический Уксус Giuseppe Giusti IGP  3 медали, 250 мл.","Выдержка 12 лет, 3 золотые медали, сертификат IGP Modena",13 500 Т
Бакалея,Giuseppe Giusti,"Бальзамический Уксус Giuseppe Giusti  2 медали, 100 мл.","Выдержка 8 лет, две золотые медали, Модена, плотный и густой",6 500 Т
Бакалея,Giuseppe Giusti,"Бальзамический Уксус Giuseppe Giusti ""Quatro Centenfrio"" IGP, 250 мл.","Выдержка 15 лет, 4 Золотые Медали, из лучших сортов позднего винограда",20 000 Т
Бакалея,Giuseppe Giusti,Бальзамический Уксус Giuseppe Giusti 250 мл. (куб),"Выдержка 6 лет, серебряная медаль, Модена, с сургучом, в коробке",9 500 Т
Бакалея,Бальзамический уксус Barbera,Barbera Бальзамический белый винный уксус 250 мл,Изготовлен из натурального белого вина. Италия,2 500 Т
Бакалея,Бальзамический уксус Barbera,Barbera Бальзамический красный винный уксус 250 мл,Изготовлен из натурального красного вина. Италия,2 500 Т
Бакалея,Бальзамик UMAMI,Umami Итальянский Бальзамический Уксус Гранатовый 250 мл,"свежий, ароматный и фруктовый уксус, богатый антиоксидантами",5 590 Т
Бакалея,Бальзамик UMAMI,Umami Итальянский Бальзамический Уксус с Томатами 250 мл,приправа с особенно фруктовыми нотками и томатным послевкусием конфи,5 590 Т
Бакалея,Макароны,Спагетти с чернилами каракатицы Le Bonta 500 гр,"Черные, натуральный краситель, Италия, вес 500 гр.",2 500 Т
Бакалея,Макароны,Le Bonta Паста Orecchiette пять вкусов 500 гр,"Ракушки с 5 вкусами: сушеные помидоры, сушеный шпинат, мангольд, чернила кальмара",3 000 Т
Бакалея,Макароны,Le Bonta Паста Orecchiette три цвета 500 гр,"Паста трехцветная Орекьетте, Италия",3 000 Т
Бакалея,Макароны,Alicos Паста Бузиата из пшеницы твердых сортов 500 гр,Из сицилийской пшеницы твердых сортов,2 800 Т
Бакалея,Макароны,Le Bonta Паста Лингвини со вкусом грибов 250 гр,"Крупа из твердых сортов пшеницы, вода, грибы.",3 000 Т
Бакалея,Макароны,Le Bonta Паста Лингвини со вкусом апельсина 250 гр,"Крупа из твердых сортов пшеницы, вода, апельсиновый сок.",3 000 Т
Бакалея,Макароны,Tartuffi Тальяттеле с белым трюфелем 250 гр,Тальятелле со вкусом белого трюфеля.,4 200 Т
Бакалея,Макароны,Tartuffi Странгоцци с трюфелем 250 гр,Странгоцци со вкусом летнего трюфеля,4 200 Т
Бакалея,Макароны,Le Bonta Паста Лингвини со вкусом лимона 250 гр,"Крупа из твердых сортов пшеницы, вода, сок лимона.",3 000 Т
Бакалея,"Макароны, паста",Спагетти с чернилами каракатицы Le Bonta 500 гр,"Черные, натуральный краситель, Италия, вес 500 гр.",2 500 Т
Бакалея,"Макароны, паста",Le Bonta Паста Orecchiette пять вкусов 500 гр,"Ракушки с 5 вкусами: сушеные помидоры, сушеный шпинат, мангольд, чернила кальмара",3 000 Т
Бакалея,"Макароны, паста",Le Bonta Паста Orecchiette три цвета 500 гр,"Паста трехцветная Орекьетте, Италия",3 000 Т
Бакалея,"Макароны, паста",Le Bonta Паста Лингвини со вкусом грибов 250 гр,"Крупа из твердых сортов пшеницы, вода, грибы.",3 000 Т
Бакалея,"Макароны, паста",Le Bonta Паста Лингвини со вкусом апельсина 250 гр,"Крупа из твердых сортов пшеницы, вода, апельсиновый сок.",3 000 Т
Бакалея,"Макароны, паста",Tartuffi Тальяттеле с белым трюфелем 250 гр,Тальятелле со вкусом белого трюфеля.,4 200 Т
Бакалея,"Макароны, паста",Tartuffi Странгоцци с трюфелем 250 гр,Странгоцци со вкусом летнего трюфеля,4 200 Т
Бакалея,"Макароны, паста",Le Bonta Паста Лингвини со вкусом лимона 250 гр,"Крупа из твердых сортов пшеницы, вода, сок лимона.",3 000 Т
Бакалея,Паста Alicos,Alicos Паста Бузиата из пшеницы твердых сортов 500 гр,Из сицилийской пшеницы твердых сортов,2 800 Т
Бакалея,"Напитки, вода, соки",MoleCola классик 330 мл,Классическая Cola по оригинальному итальянскому рецепту. Объем 330 мл,1 100 Т
Бакалея,"Напитки, вода, соки",MoleCola классик 750 мл,Cola по оригинальному итальянскому рецепту. Объем 750 мл,1 950 Т
Бакалея,"Напитки, вода, соки",MoleCola без сахара 330 мл,Cola без сахара по оригинальному итальянскому рецепту. Объем 330 мл,1 100 Т
Бакалея,Газированные напитки MoleCola,MoleCola классик 330 мл,Классическая Cola по оригинальному итальянскому рецепту. Объем 330 мл,1 100 Т
Бакалея,Газированные напитки MoleCola,MoleCola классик 750 мл,Cola по оригинальному итальянскому рецепту. Объем 750 мл,1 950 Т
Бакалея,Газированные напитки MoleCola,MoleCola без сахара 330 мл,Cola без сахара по оригинальному итальянскому рецепту. Объем 330 мл,1 100 Т
Бакалея,Азиатская Кухня,Кокосовое Молоко Aroy-D 400 мл,"Из мякоти Кокоса, металлич. банка 400 мл.",2 200 Т
Бакалея,Азиатская Кухня,Том Ям Паста Aroy-D  400 гр,"Паста - соус для супа Том Ям, уп. 400 гр., Таиланд",3 600 Т
Бакалея,Азиатская Кухня,Ореховая Заправка Sen Soy 40 гр,"Для холодных и теплых салатов, 40 гр",590 Т
Бакалея,Азиатская Кухня,Кокосовое Молоко AROY-D 1L,"Мякоть Ореха 60%, уп. 1 литр, Тайланд",4 500 Т
Бакалея,Азиатская Кухня,Aroy-D Кокосовое Молоко 250 мл тетра пак,"Молоко из мякоти Кокоса, Aroy-D, Тайланд, 250 мл.",1 700 Т
Бакалея,Азиатская Кухня,"Кокосовое Молоко Aroy-D, 500 мл","Содержание мякоти ореха 70%, тетрапак, Индонезия",2 200 Т
Бакалея,Азиатская Кухня,Соус Терияки SEN SOY,"Густой соус - маринад, японская кухня, 320 мл.",2 500 Т
Бакалея,Азиатская Кухня,Соус Терияки SEN SOY сладкий,"японская кухня, для морепродуктов,  сладкий, 320 мл.",2 500 Т
Бакалея,Азиатская Кухня,Цитрусовая заправка SEN SOY,"Салатная, цитрусовый вкус, 270 мл., пр - во Вьетнам",590 Т
Бакалея,Азиатская Кухня,Соус Хрен-васаби Sen Soy,"Японская кухня, для суши, 100 мл.",2 500 Т
Бакалея,Азиатская Кухня,Рисовая Мука AROY-D,"Мелкий помол, безглютеновая, вес 400 гр., Таиланд",1 500 Т
Бакалея,Азиатская Кухня,"Соус Паста Том Ям Aroy-D, 1 кг","Оригинальная острая паста для супа, Тайланд",7 200 Т
Бакалея,Азиатская Кухня,"Кокосовое Масло Aroy-D, 180 мл","Холодного отжима, жирность 100%, упаковка стекло",2 700 Т
Бакалея,Азиатская Кухня,Соус Шрирача Uni Eagie 475 gr,"Средне острый соус Sriracha Uni-Eagle, Тайланд",3 500 Т
Бакалея,Азиатская Кухня,Семена Кунжута Carmencita 55 г,"Сушеные семена белого кунжута, уп. 55 г",750 Т
Бакалея,Азиатская Кухня,Уксус красный Pearl River Bridge 500 мл,"Pearl River Bridge Уксус красный 0,5л, ст/б",500 Т
Бакалея,Азиатская Кухня,Устричный соус высшей категории 148 гр,,1 300 Т
Бакалея,Азиатская Кухня,Сэнсой Соус Тонкацу 350 г,Тонкацу соус для макания. Стеклянная бутылка 350 г,2 500 Т
Бакалея,Фунчеза Лапша,Рисовая Мука AROY-D,"Мелкий помол, безглютеновая, вес 400 гр., Таиланд",1 500 Т
Бакалея,Соусы и Пасты,Том Ям Паста Aroy-D  400 гр,"Паста - соус для супа Том Ям, уп. 400 гр., Таиланд",3 600 Т
Бакалея,Соусы и Пасты,Ореховая Заправка Sen Soy 40 гр,"Для холодных и теплых салатов, 40 гр",590 Т
Бакалея,Соусы и Пасты,Соус Терияки SEN SOY,"Густой соус - маринад, японская кухня, 320 мл.",2 500 Т
Бакалея,Соусы и Пасты,Соус Терияки SEN SOY сладкий,"японская кухня, для морепродуктов,  сладкий, 320 мл.",2 500 Т
Бакалея,Соусы и Пасты,Цитрусовая заправка SEN SOY,"Салатная, цитрусовый вкус, 270 мл., пр - во Вьетнам",590 Т
Бакалея,Соусы и Пасты,Соус Хрен-васаби Sen Soy,"Японская кухня, для суши, 100 мл.",2 500 Т
Бакалея,Соусы и Пасты,"Соус Паста Том Ям Aroy-D, 1 кг","Оригинальная острая паста для супа, Тайланд",7 200 Т
Бакалея,Соусы и Пасты,Соус Шрирача Uni Eagie 475 gr,"Средне острый соус Sriracha Uni-Eagle, Тайланд",3 500 Т
Бакалея,Соусы и Пасты,Семена Кунжута Carmencita 55 г,"Сушеные семена белого кунжута, уп. 55 г",750 Т
Бакалея,Соусы и Пасты,Уксус красный Pearl River Bridge 500 мл,"Pearl River Bridge Уксус красный 0,5л, ст/б",500 Т
Бакалея,Соусы и Пасты,Устричный соус высшей категории 148 гр,,1 300 Т
Бакалея,Соусы и Пасты,Сэнсой Соус Тонкацу 350 г,Тонкацу соус для макания. Стеклянная бутылка 350 г,2 500 Т
Бакалея,Кокосовое Молоко Масло Сливки,Кокосовое Молоко Aroy-D 400 мл,"Из мякоти Кокоса, металлич. банка 400 мл.",2 200 Т
Бакалея,Кокосовое Молоко Масло Сливки,Кокосовое Молоко AROY-D 1L,"Мякоть Ореха 60%, уп. 1 литр, Тайланд",4 500 Т
Бакалея,Кокосовое Молоко Масло Сливки,Aroy-D Кокосовое Молоко 250 мл тетра пак,"Молоко из мякоти Кокоса, Aroy-D, Тайланд, 250 мл.",1 700 Т
Бакалея,Кокосовое Молоко Масло Сливки,"Кокосовое Молоко Aroy-D, 500 мл","Содержание мякоти ореха 70%, тетрапак, Индонезия",2 200 Т
Бакалея,Кокосовое Молоко Масло Сливки,"Кокосовое Масло Aroy-D, 180 мл","Холодного отжима, жирность 100%, упаковка стекло",2 700 Т
Бакалея,Кофе,"Caffe Poli Кофе в зернах Arabica 100% 1 кг, Италия","Arabica 100% Caffe Polli (Италия), зерна средней обжарки, уп. 1 кг (142 чашки)",13 500 Т
Бакалея,Кофе,Кофе в зернах смесь Arabica 70% и Robusta 30%,"Caffe Polli (Италия), средняя обжарка, уп. 1 кг",13 000 Т
Бакалея,Рис,Tartuffi Рис Карнароли с трюфелем 350 гр,Рис с кусочками сушеных летних трюфелей.,5 500 Т
Бакалея,Соусы,Le Bonta Соус для пасты Alla Puttanesca 314 мл,,2 900 Т
Бакалея,Соусы,Barbera Бальзамический уксус Модена  250 мл,Богатый и гармоничный вкус с мягким сладким оттенком,2 500 Т
Бакалея,Соусы,Plaza Del Sol Соус Алиоли 180 гр,,2 600 Т
Бакалея,Соусы,Plaza Del Sol Соус Сальса Брава пикантный 185 гр,,1 700 Т
Бакалея,Соусы,Pesce Azzurro соус с чернилами каракатицы 200 гр ст/б,"Чернила каракатицы 35%, томатный соус, оливковое масло, каракатица, томатный концентрат, лук, чеснок, соль",6 500 Т
Бакалея,Соусы,Barbera Бальзамический белый винный уксус 250 мл,Изготовлен из натурального белого вина. Италия,2 500 Т
Бакалея,Соусы,Barbera Бальзамический красный винный уксус 250 мл,Изготовлен из натурального красного вина. Италия,2 500 Т
Бакалея,Соусы,Aroy-D Соус Чили сладкий для курицы 350 г ст/б,Приятный аромат и сладко-острый вкус. Тайланд,2 200 Т
Бакалея,Соусы,Бальзамический Уксус Giuseppe Giusti 250 мл. (куб),"Выдержка 6 лет, серебряная медаль, Модена, с сургучом, в коробке",9 500 Т
Бакалея,Соусы,Le Bonta Соус для пасты с овощами 314 мл,,2 900 Т
Бакалея,Соусы,Resfood Соус Лемонграсс CTM Chang 285 гр,Приятный кисло-свежий вкус с цитрусовыми нотками. Тайланд,2 300 Т
Бакалея,Соусы,Umami Итальянский Хумус с Черным Чесноком 130 гр,"нут 47%, оливковое масло, чеснок черный 9,9%, соль морская",4 990 Т
Бакалея,Соусы,Соус Табаско 59 мл,,2 800 Т
Бакалея,Соусы,Plaza Del Sol Соус томатный по-домашнему FRITO 290 гр,,2 200 Т
Бакалея,Соусы,Umami Итальянский Кремовый Соус из Черного Чеснока 90 гр,Гармония вкусов от бальзамического до лакричного,5 990 Т
Бакалея,Соусы,Umami Итальянский Кетчуп с Черным Чесноком 130 гр,"приятный бальзамический и пикантный, слегка дымный вкус, похожий на соус барбекю",4 990 Т
Бакалея,Соусы,Umami Итальянский Кремовый Соус из Черного Чеснока 190 гр,,10 590 Т
Бакалея,Соусы,СэнСой папричи-соус столовый остро-сладкий 320 гр,,1 990 Т
Бакалея,Черный чеснок Umami,Umami Итальянский Хумус с Черным Чесноком 130 гр,"нут 47%, оливковое масло, чеснок черный 9,9%, соль морская",4 990 Т
Бакалея,Черный чеснок Umami,Umami Итальянский Кремовый Соус из Черного Чеснока 90 гр,Гармония вкусов от бальзамического до лакричного,5 990 Т
Бакалея,Черный чеснок Umami,Umami Итальянский Черный Чеснок Зубчики 35 гр,Зрелый черный чеснок в зубчиках,4 390 Т
Бакалея,Черный чеснок Umami,Umami Итальянский Кремовый Соус из Черного Чеснока 190 гр,,10 590 Т
Бакалея,Черный чеснок Umami,Umami Итальянский Черный Чеснок Целый 60 гр,"2 целые луковицы, 60 г",4 890 Т
Бакалея,Черный чеснок Umami,Umami Итальянский Черный Чеснок Целый 180 гр,Уникальный и изысканный продукт,12 800 Т
Бакалея,Английский Чай,English Tea Черный чай Птичка в мятной упаковке 40 шт,,5 500 Т
Бакалея,Английский Чай,English Tea Черный чай в кремовой винтажной  упаковке 40 шт,,5 500 Т
Бакалея,Английский Чай,English Tea Черный чай в мятной винтажной  упаковке 40 шт,,5 500 Т
Бакалея,Английский Чай,English Tea Черный чай Винни Пух упаковка 80  шт,,8 000 Т
Бакалея,Английский Чай,English Tea Черный чай в розовой винтажной упаковке 40 шт,,5 500 Т
Бакалея,Английский Чай,English Tea Черный чай Винни Пух упаковка 72 шт,,7 500 Т
Бакалея,Английский Чай,English Tea Черный чай в мятной винтажной  упаковке 80 шт,,8 000 Т
Бакалея,Английский Чай,English Tea Черный чай в розовой винтажной упаковке 80 шт,,8 000 Т
Бакалея,Английский Чай,English Tea Черный чай в кремовой винтажной  упаковке 80 шт,,8 000 Т
Бакалея,Английский Чай,English Tea Черный чай в зеленой винтажной упаковке 40 шт,,5 500 Т
Бакалея,Английский Чай,English Tea Черный чай в мятной винтажной  упаковке 72 шт,,7 500 Т
Бакалея,Английский Чай,English Tea Черный чай Кролик Питер упаковка 80 шт,,8 000 Т
Бакалея,Английский Чай,English Tea Черный чай Кролик Питер упаковка 240 шт,,13 800 Т
Бакалея,Английский Чай,English Tea Черный чай Beatrix Potter упаковка 80 шт,,8 000 Т
Бакалея,Английский Чай,English Tea Черный чай Beatrix Potter упаковка 240 шт,"Шри-Ланка, 240 традиционных пакетиков чая",13 800 Т
Бакалея,Английский Чай,English Tea Черный чай Винни Пух упаковка 240 шт,,13 800 Т
Бакалея,Английский Чай,English Tea Черный чай Птичка в мятной упаковке 240 шт,Черный чай из цейлона.,13 800 Т
Бакалея,Английский Чай,English Tea Черный чай в мятной винтажной  упаковке 240 шт,,13 800 Т
Бакалея,Английский Чай,English Tea Черный чай в зеленой винтажной упаковке 240 шт,,13 800 Т
Бакалея,Английский Чай,English Tea Черный чай в красной винтажной  упаковке 40 шт,,5 500 Т
Бакалея,Английский Чай,English Tea Черный чай Птичка в синей упаковке 40 шт,Цейлонский черный чай English Breakfast.,5 500 Т
Бакалея,Английский Чай,English Tea Черный чай в голубой винтажной  упаковке 240 шт,,13 800 Т
Бакалея,Английский Чай,English Tea Черный чай в красной винтажной  упаковке 80 шт,Черный Индийский чай Ассам и Нилгири. English Breakfast,8 000 Т
Бакалея,Английский Чай,English Tea Черный чай Ландыш в винтажной упаковке 40 шт,"Черный чай, ароматизатор бергамота. Earl Grey",5 500 Т
Бакалея,Английский Чай,English Tea Черный чай в кремовой винтажной  упаковке 240 шт,,13 800 Т
Бакалея,Английский Чай,English Tea Черный чай Птичка в голубой упаковке 240 шт,"Черный цейлонский чай, высшего качества.",13 800 Т
Бакалея,Английский Чай,English Tea Черный чай в красной винтажной  упаковке 240 шт,,13 800 Т
Бакалея,Английский Чай,English Tea Черный чай Птичка в розовой упаковке 40 шт,,5 500 Т
Бакалея,Английский Чай,English Tea Черный чай Harry Potter упаковка 240 шт,,13 800 Т
Бакалея,Английский Чай,English Tea Черный чай Harry Potter упаковка 80 шт,Цейлонский черный чай. Earl Grey,8 000 Т
Бакалея,Английский Чай,English Tea Черный чай Union Jack упаковка 100 шт,"Черный Цейлонский чай. English Breakfast, English Afternoon, Earl Grey",8 900 Т
Бакалея,Английский Чай,English Tea Черный чай Union Jack упаковка 40 шт,,5 500 Т
Бакалея,Английский Чай,English Tea Черный чай в темно зеленой винтажной упаковке 80 шт,Черный чай Индия. Ассам и Нилгири,8 000 Т
Бакалея,Английский Чай,English Tea Черный чай без кофеина в голубой винтажной  упаковке 80 шт,Черный Индийский чай. Ассам и Нилгири. Без кофеина. 80 шт,8 000 Т
Бакалея,Английский Чай,English Tea Черный чай в лиловой винтажной  упаковке 240 шт,,13 800 Т
Бакалея,Английский Чай,English Tea Черный чай в лиловой винтажной  упаковке 80 шт,Черный чай Индийский. Ассам и Нилгири. Earl Grey,8 000 Т
Бакалея,Английский Чай,English Tea Черный чай в розовой винтажной  упаковке 240 шт,,13 800 Т
